"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family.x","genus","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","scientific_name","species_gbif","status_ref","valid_as_ref","valid_as_ref_habitat","family_ref","genus_ref","status_fb","family_fb","genus_fb","valid_as_fb"
4097118072,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:16962","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","Rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.652911,-54.454167,NA,NA,NA,NA,NA,NA,"2010-10-20",20,10,2010,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_16962",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.354,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097117885,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:16975","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla  tesay",NA,"BR","Rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.652911,-54.454167,NA,NA,NA,NA,NA,NA,"2012-02-08",8,2,2012,2371003,2371003,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_16975",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.337,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4097117176,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:18970","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","rio Sarandi, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.586317,-53.502067,NA,NA,NA,NA,NA,NA,"2016-10-21",21,10,2016,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_18970",NA,"Oscar A. Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.093,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097117167,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:18974","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","rio Cotejipe, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.588067,-53.49905,NA,NA,NA,NA,NA,NA,"2016-10-21",21,10,2016,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_18974",NA,"Oscar A. Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.094,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097117122,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:18988","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","Rio Silva Jardim, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.5809,-53.912133,NA,NA,NA,NA,NA,NA,"2016-10-25",25,10,2016,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_18988",NA,"Oscar A. Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.079,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097117091,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:18961","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","rio Santo Antônio, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.673833,-53.854417,NA,NA,NA,NA,NA,NA,"2016-10-20",20,10,2016,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_18961",NA,"Oscar A. Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.071,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097117069,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:18966","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","rio Capanema, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.602333,-53.61305,NA,NA,NA,NA,NA,NA,"2016-10-20",20,10,2016,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_18966",NA,"Oscar A. Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:38.064,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097116959,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:9869","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Rio Laranjinha, junto a barragem","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.414917,-50.4523,NA,NA,NA,NA,NA,NA,"2014-05-19",19,5,2014,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_9869",NA,"F. Jerep & T. Lizarelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","J. Tavares, F. Hiroshi, Robson, L.G. Caetano",NA,NA,2025-05-28 18:10:38.023,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097116699,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:9972","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla britskii Kullander, 1982","Crenicichla  britskii",NA,"BR","Rio Laranjinha, próximo à Santa Amélia, tributario do Rio das Cinzas, Bacia do Paranapanema","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.297194,-50.478667,NA,NA,NA,NA,NA,NA,"2011-05-05",5,5,2011,2371008,2371008,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_9972",NA,"William M Ohara",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Bruno A. Galindo et al.",NA,NA,2025-05-28 18:10:37.904,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla britskii Kullander 1982","Crenicichla britskii","Synonym","Saxatilia britskii (Kullander 1982)","freshwater","Cichlidae","Saxatilia","Valid","Cichlidae","Crenicichla","Crenicichla britskii"
4097116685,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:9991","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Rio Laranjinha, próximo à Foz, tributario do Rio das Cinzas, Bacia do Paranapanema","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.031639,-50.44775,NA,NA,NA,NA,NA,NA,"2010-12-13",13,12,2010,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_9991",NA,"William M Ohara",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Bruno A. Galindo et al.",NA,NA,2025-05-28 18:10:37.899,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097116683,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:9987","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jupiaensis Britski & Luengo, 1968","Crenicichla  jupiaensis",NA,"BR","Rio Laranjinha, próximo à Foz, tributario do Rio das Cinzas, Bacia do Paranapanema","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.031639,-50.44775,NA,NA,NA,NA,NA,NA,"2012-02-11",11,2,2012,2370917,2370917,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_9987",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Bruno A. Galindo et al.",NA,NA,2025-05-28 18:10:37.9,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jupiaensis Britski & Luengo 1968","Crenicichla jupiaensis","Valid","Crenicichla jupiaensis Britski & Luengo 1968","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jupiaensis"
4097116196,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:14081","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla yaha Casciotta, Almirón & Gómez, 2006","Crenicichla  yaha",NA,"BR","Rio Cotejipe, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.588067,-53.49905,NA,NA,NA,NA,NA,NA,"2014-02-20",20,2,2014,2370947,2370947,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_14081",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Fabio Paetzholdt",NA,NA,2025-05-28 18:10:37.786,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla yaha Casciotta, Almirón & Gómez 2006","Crenicichla yaha","Valid","Crenicichla yaha Casciotta, Almirón & Gómez 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla yaha"
4097116181,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:14090","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","Rio Andrada, afluente do rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.46005,-53.531025,NA,NA,NA,NA,NA,NA,"2015-01-23",23,1,2015,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_14090",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Dhonatan dos Santos",NA,NA,2025-05-28 18:10:37.764,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097116077,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:14012","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla  iguassuensis",NA,"BR","Rio Iguaçu","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-25.541717,-53.51055,NA,NA,NA,NA,NA,NA,"2014-11-18",18,11,2014,2370942,2370942,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_14012",NA,"Oscar Akio Shibatta",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Fabio Paetzholdt",NA,NA,2025-05-28 18:10:37.736,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_SWAPPED_COORDINATE;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4097115925,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:9775","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla  jaguarensis",NA,"BR","Rio Laranjinha","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.41475,-50.452778,NA,NA,NA,NA,NA,NA,"2014-06-04",4,6,2014,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_9775",NA,"Fernando C Jerep",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","José Tavares, Fernando Jerep, Fábio Hiroshi, Poliana Sidol",NA,NA,2025-05-28 18:10:37.682,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097115174,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:24553","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla haroldoi Luengo & Britski, 1974","Crenicichla  haroldoi",NA,"BR","Rio Gamelão, tributário do Taquara.","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.651797,-51.096197,NA,NA,NA,NA,NA,NA,"2020-03-13",13,3,2020,2370933,2370933,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_24553",NA,"Giovane S Bennemann",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Ito, Gouveia, Santana, Birindelli",NA,NA,2025-05-28 18:10:37.479,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla haroldoi Luengo & Britski 1974","Crenicichla haroldoi","Valid","Crenicichla haroldoi Luengo & Britski 1974","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla haroldoi"
4097115167,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12575","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla britskii Kullander, 1982","Crenicichla  britskii",NA,"BR","Córrego Água Mole, na Fazneda Água Mole, médio-foz após represa","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-22.634722,-52.821944,NA,NA,NA,NA,NA,NA,"2006-07-04",4,7,2006,2371008,2371008,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12575",NA,"Fernando C Jerep",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Fernando Jerep, Edson Silva, A. Souza",NA,NA,2025-05-28 18:10:37.478,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla britskii Kullander 1982","Crenicichla britskii","Synonym","Saxatilia britskii (Kullander 1982)","freshwater","Cichlidae","Saxatilia","Valid","Cichlidae","Crenicichla","Crenicichla britskii"
4097113204,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12137","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Ribeirão Três Bocas, tributário do rio Tibagi, no Parque Ecológico Dr. Daisaku Ikeda","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.385,-51.075833,NA,NA,NA,NA,NA,NA,"2013-09-25",25,9,2013,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12137",NA,"Julia Meneghelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Julia Meneghelli,José Birindelli, Edson Santana",NA,NA,2025-05-28 18:10:36.808,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097113203,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12138","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Ribeirão Três Bocas, tributário do rio Tibagi, no Parque Ecológico Dr. Daisaku Ikeda","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.385,-51.075833,NA,NA,NA,NA,NA,NA,"2013-11-22",22,11,2013,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12138",NA,"Julia Meneghelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Julia Meneghelli,José Birindelli, Edson Santana",NA,NA,2025-05-28 18:10:36.808,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097113180,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12139","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Ribeirão Três Bocas, tributário do rio Tibagi, no Parque Ecológico Dr. Daisaku Ikeda","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.385,-51.075833,NA,NA,NA,NA,NA,NA,"2013-12-17",17,12,2013,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12139",NA,"Julia Meneghelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","José Birindelli, Fernando Jerep",NA,NA,2025-05-28 18:10:36.806,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097113170,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12140","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Ribeirão Três Bocas, tributário do rio Tibagi, no Parque Ecológico Dr. Daisaku Ikeda","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.385,-51.075833,NA,NA,NA,NA,NA,NA,"2014-01-28",28,1,2014,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12140",NA,"Julia Meneghelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","José Birindelli",NA,NA,2025-05-28 18:10:36.806,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4097113169,"34520196-b1d6-4e5d-a20d-448e0a872a60","BR:UEL:MZUEL_Ictiologia:12141","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla   jaguarensis",NA,"BR","Ribeirão Três Bocas, tributário do rio Tibagi, no Parque Ecológico Dr. Daisaku Ikeda","Paraná","PRESENT",NA,"b081673d-44bb-437a-8e69-750950afa49c",-23.385,-51.075833,NA,NA,NA,NA,NA,NA,"2014-02-25",25,2,2014,2370980,2370980,"PRESERVED_SPECIMEN","UEL","MZUEL_Ictiologia","MZUEL_Ictiologia_12141",NA,"Julia Meneghelli",NA,"CC_BY_NC_4_0","Universidade Estadual de Londrina","Julia Meneghelli,José Birindelli, Edson Santana",NA,NA,2025-05-28 18:10:36.806,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
