"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family.x","genus","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","scientific_name","species_gbif","status_ref","valid_as_ref","valid_as_ref_habitat","family_ref","genus_ref","status_fb","family_fb","genus_fb","valid_as_fb"
666715934,"afc30a94-6107-488a-b9c0-ba9c4fa68b7c","2929e2b8-040f-42bd-897c-e37aec4bf107","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tingui Kullander & Lucena, 2006","Crenicichla tingui",NA,"BR","Morretes","Paraná","PRESENT",5,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-25.475695,-48.832868,NA,NA,NA,NA,NA,NA,"1909-01-04",4,1,1909,2370990,2370990,"PRESERVED_SPECIMEN","FMNH","Fishes","54137",NA,"Dr. Carlos A. S. de Lucena : Pontificia Universidade Catolica do Rio Grande do Sul - Museu de Ciencias e Tecnologia",NA,"CC0_1_0","The Field Museum of Natural History","J. D. Haseman","Paratype",NA,2025-02-06 22:09:00.144,"StillImage","GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH","Crenicichla tingui Kullander & Lucena 2006","Crenicichla tingui","Valid","Crenicichla tingui Kullander & Lucena 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tingui"
666712781,"afc30a94-6107-488a-b9c0-ba9c4fa68b7c","9c4ec476-826a-4081-9cd8-a3ecfbd31241","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Porto Uniao da Victoria, Rio Iguassu",NA,"PRESENT",1,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-26.230218,-51.077582,NA,NA,NA,NA,NA,NA,"1908",NA,NA,1908,2370942,2370942,"PRESERVED_SPECIMEN","FMNH","Fishes","54159",NA,NA,NA,"CC0_1_0","The Field Museum of Natural History","J. D. Haseman","Holotype",NA,2025-02-06 22:09:07.012,NA,"GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;MULTIMEDIA_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
666594313,"afc30a94-6107-488a-b9c0-ba9c4fa68b7c","534284ef-41f7-44db-ae37-b1bfd37a6fbd","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Porto Uniao da Victoria, Rio Iguassu",NA,"PRESENT",1,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-26.230218,-51.077582,NA,NA,NA,NA,NA,NA,"1908",NA,NA,1908,2370942,2370942,"PRESERVED_SPECIMEN","FMNH","Fishes","54361",NA,NA,NA,"CC0_1_0","The Field Museum of Natural History","J. D. Haseman","Paratype",NA,2025-02-06 22:09:03.895,NA,"GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
666594310,"afc30a94-6107-488a-b9c0-ba9c4fa68b7c","b9b2b28a-d627-492e-a68f-6571c902b069","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Porto Uniao da Victoria, Rio Iguassu",NA,"PRESENT",3,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-26.230218,-51.077582,NA,NA,NA,NA,NA,NA,"1908",NA,NA,1908,2370942,2370942,"PRESERVED_SPECIMEN","FMNH","Fishes","54160",NA,NA,NA,"CC0_1_0","The Field Museum of Natural History","J. D. Haseman","Paratype",NA,2025-02-06 22:09:08.526,NA,"GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4945432393,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/22573","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla yaha Casciotta, Almirón & Gómez, 2006","Crenicichla yaha",NA,"BR","Rio Iguaçú, na estrada PR 182.","Paraná","PRESENT",2,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.563889,-53.575278,NA,NA,NA,NA,NA,NA,"1998-12-06",6,12,1998,2370947,2370947,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","22573",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","C.A.S.Lucena, J.F.Pezzi & V.A.Bertaco",NA,NA,2025-05-27 16:35:52.032,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla yaha Casciotta, Almirón & Gómez 2006","Crenicichla yaha","Valid","Crenicichla yaha Casciotta, Almirón & Gómez 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla yaha"
4945432389,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/22571","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla tesay",NA,"BR","Rio Chopim na estrada PR 281.","Paraná","PRESENT",138,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.716667,-52.966667,NA,NA,NA,NA,NA,NA,"1998-12-07",7,12,1998,2371003,2371003,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","22571",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","C.A.S.Lucena, J.F.Pezzi & V.A.Bertaco",NA,NA,2025-05-27 16:35:52.029,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4945432386,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/22572","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Rio Lageado Liso na estrada BR 163; entre Planalto e Pérola do Oeste","Paraná","PRESENT",16,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.733611,-53.799722,NA,NA,NA,NA,NA,NA,"1998-12-06",6,12,1998,2370942,2370942,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","22572",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","C.A.S.Lucena, J.F.Pezzi & V.A.Bertaco",NA,NA,2025-05-27 16:35:52.029,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4945426038,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/28890","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla tesay",NA,"BR","Rio Lambedor afluente do Chopim","Paraná","PRESENT",1,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-26.070278,-52.580833,NA,NA,NA,NA,NA,NA,"2001-10-13",13,10,2001,2371003,2371003,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","28890",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","A.R.Cardoso & V.A.Bertaco.",NA,NA,2025-05-27 16:35:47.263,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4945422213,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/48317","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Lago da barragem de Salto Caxias","Paraná","PRESENT",2,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.543333,-53.496667,NA,NA,NA,NA,NA,NA,"2014-09-11",11,9,2014,2370942,2370942,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","48317",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","Juliano Romanzini",NA,NA,2025-05-27 16:35:44.791,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4945420849,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/18241","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguapina Kullander & Lucena, 2006","Crenicichla iguapina",NA,"BR","Rio Ribeira.","São Paulo","PRESENT",2,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-24.65,-49.016666,NA,NA,NA,NA,NA,NA,"1991-11-10",10,11,1991,2371047,2371047,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","18241",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","Carlos Roberto Bizerril","Paratype",NA,2025-05-27 16:35:43.997,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla iguapina Kullander & Lucena 2006","Crenicichla iguapina","Valid","Crenicichla iguapina Kullander & Lucena 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguapina"
4945406816,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/25615","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Rio Capanema na estrada Flor da Serra/Capanema.","Paraná","PRESENT",1,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.593056,-53.626111,NA,NA,NA,NA,NA,NA,"2000-03-28",28,3,2000,2370942,2370942,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","25615",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","J.F.P. Silva, V.A.Bertaco & W.A.Santos",NA,NA,2025-05-27 16:35:36.61,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4945406812,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/25611","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla iguassuensis Haseman, 1911","Crenicichla iguassuensis",NA,"BR","Rio Lageado Grande, na estrada Flor da Serra/Capanema, ca. 10 km a Oeste do trevo para Alto Faraday.","Paraná","PRESENT",2,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.611111,-53.705278,NA,NA,NA,NA,NA,NA,"2000-03-28",28,3,2000,2370942,2370942,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","25611",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","J.F.P. Silva, V.A.Bertaco & W.A.Santos",NA,NA,2025-05-27 16:35:36.61,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla iguassuensis Haseman 1911","Crenicichla iguassuensis","Valid","Crenicichla iguassuensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla iguassuensis"
4945406323,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/50412","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla jaguarensis Haseman, 1911","Crenicichla jaguarensis",NA,"BR","Rio São Francisco Verdadeiro","Paraná","PRESENT",2,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-24.732778,-53.891111,NA,NA,NA,NA,NA,NA,"2016-01-12",12,1,2016,2370980,2370980,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","50412",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","Tiago Debona",NA,NA,2025-05-27 16:35:36.527,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla jaguarensis Haseman 1911","Crenicichla jaguarensis","Valid","Crenicichla jaguarensis Haseman 1911","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla jaguarensis"
4945404670,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/19243","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla tesay",NA,"BR","Rio Jordão.","Paraná","PRESENT",10,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.65,-51.966667,NA,NA,NA,NA,NA,NA,"1996-04-24",24,4,1996,2371003,2371003,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","19243",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","Marcos Di Bernardo",NA,NA,2025-05-27 16:35:36.231,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4945403491,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/34594","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tingui Kullander & Lucena, 2006","Crenicichla tingui",NA,"BR","Rio Nunes entre Xaxim e Mergulhão (baia de Paranaguá).","Paraná","PRESENT",1,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.343334,-48.771389,NA,NA,NA,NA,NA,NA,"2003-07-17",17,7,2003,2370990,2370990,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","34594",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","W. Boeger, D. Kritsky, R.T. Vianna",NA,NA,2025-05-27 16:35:36.007,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tingui Kullander & Lucena 2006","Crenicichla tingui","Valid","Crenicichla tingui Kullander & Lucena 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tingui"
4945392962,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/12606","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tingui Kullander & Lucena, 2006","Crenicichla tingui",NA,"BR","Rio Jacarei no km 18 da estrada BR-277, limite de município Paranaguá/Morretes","Paraná","PRESENT",1,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.583334,-48.716667,NA,NA,NA,NA,NA,NA,"1988-02-07",7,2,1988,2370990,2370990,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","12606",NA,"CP 98,0mm",NA,"CC_BY_4_0","Coleção de Peixes","P.A.Buckup, E.Pereira, P.Azevedo...","Holotype",NA,2025-05-27 16:35:33.679,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tingui Kullander & Lucena 2006","Crenicichla tingui","Valid","Crenicichla tingui Kullander & Lucena 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tingui"
4945387908,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/16443","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tingui Kullander & Lucena, 2006","Crenicichla tingui",NA,"BR","Rio do Nunes, drenagem do rio Cachoeira.","Paraná","PRESENT",1,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.433332,-48.716667,NA,NA,NA,NA,NA,NA,"1993-01-08",8,1,1993,2370990,2370990,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","16443",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","J.M.R.Aranha, M.S.Menezes & D.F.Takeuti","Paratype",NA,2025-05-27 16:35:32.586,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla tingui Kullander & Lucena 2006","Crenicichla tingui","Valid","Crenicichla tingui Kullander & Lucena 2006","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tingui"
4945385619,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/45963","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla britskii Kullander, 1982","Crenicichla britskii",NA,"BR","Canal da pirecema da UHE Itaipu","Paraná","PRESENT",19,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.434722,-54.578333,NA,NA,NA,NA,NA,NA,"2010-11-01",1,11,2010,2371008,2371008,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","45963",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","André Watanabe",NA,NA,2025-05-27 16:35:31.771,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla britskii Kullander 1982","Crenicichla britskii","Synonym","Saxatilia britskii (Kullander 1982)","freshwater","Cichlidae","Saxatilia","Valid","Cichlidae","Crenicichla","Crenicichla britskii"
4945385614,"5c3f06f2-561d-41c9-8fe2-1a4b5f3ef9e0","https://specieslink.net/guid/290/45968","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla mandelburgeri Kullander, 2009","Crenicichla mandelburgeri",NA,"BR","Canal da pirecema da UHE Itaipu","Paraná","PRESENT",4,"e6c2fab8-8716-48b8-ae62-dacbc73b35b5",-25.434722,-54.578333,NA,NA,NA,NA,NA,NA,"2010-11-01",1,11,2010,2371026,2371026,"PRESERVED_SPECIMEN","PUC-RS","MCP-PEIXES","45968",NA,NA,NA,"CC_BY_4_0","Coleção de Peixes","André Watanabe",NA,NA,2025-05-27 16:35:31.768,NA,"COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE","Crenicichla mandelburgeri Kullander 2009","Crenicichla mandelburgeri","Valid","Crenicichla mandelburgeri Kullander 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla mandelburgeri"
4929832239,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/25477","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla aff. tesay",NA,"BR","Riacho de nome desconhecido","ParanÃ¡","PRESENT",3,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-26.135,-51.862778,NA,NA,NA,NA,NA,NA,"2024-04-20",20,4,2024,2371003,2371003,"PRESERVED_SPECIMEN","UEM","NUP","25477",NA,"Isadora Martins",2024-06-26,"CC_BY_4_0","Coleção Ictiológica do Nupélia","Weferson J. GraÃ§a",NA,NA,2025-05-31 01:24:35.556,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4929832230,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/25480","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla aff. tesay",NA,"BR","Riacho de nome desconhecido","ParanÃ¡","PRESENT",2,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-25.771111,-52.115833,NA,NA,NA,NA,NA,NA,"2024-04-18",18,4,2024,2371003,2371003,"PRESERVED_SPECIMEN","UEM","NUP","25480",NA,"Isadora Martins",2024-06-26,"CC_BY_4_0","Coleção Ictiológica do Nupélia","Weferson J. GraÃ§a",NA,NA,2025-05-31 01:24:35.588,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4929832226,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/25001","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla mandelburgeri Kullander, 2009","Crenicichla cf. mandelburgeri",NA,"BR","Canal da Piracema","ParanÃ¡","PRESENT",2,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-25.434444,-54.579444,NA,NA,NA,NA,NA,NA,"2022-10-27",27,10,2022,2371026,2371026,"PRESERVED_SPECIMEN","UEM","NUP","25001",NA,"MaurÃ­cio S Adames",2022-10-27,"CC_BY_4_0","Coleção Ictiológica do Nupélia","MaurÃ­cio S Adames",NA,NA,2025-05-31 01:24:37.449,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla mandelburgeri Kullander 2009","Crenicichla mandelburgeri","Valid","Crenicichla mandelburgeri Kullander 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla mandelburgeri"
4929832219,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/25482","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla tesay Casciotta & Almirón, 2009","Crenicichla aff. tesay",NA,"BR","Riacho de nome desconhecido","ParanÃ¡","PRESENT",1,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-25.935,-51.676667,NA,NA,NA,NA,NA,NA,"2024-04-19",19,4,2024,2371003,2371003,"PRESERVED_SPECIMEN","UEM","NUP","25482",NA,"Isadora Martins",2024-06-26,"CC_BY_4_0","Coleção Ictiológica do Nupélia","Weferson J. GraÃ§a",NA,NA,2025-05-31 01:24:35.552,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla tesay Casciotta & Almirón 2009","Crenicichla tesay","Valid","Crenicichla tesay Casciotta & Almirón 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla tesay"
4929832208,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/25002","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla mandelburgeri Kullander, 2009","Crenicichla cf. mandelburgeri",NA,"BR","Canal da Piracema","ParanÃ¡","PRESENT",2,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-25.434444,-54.579444,NA,NA,NA,NA,NA,NA,"2022-07-28",28,7,2022,2371026,2371026,"PRESERVED_SPECIMEN","UEM","NUP","25002",NA,"Weferson J GraÃ§a",2022-07-28,"CC_BY_4_0","Coleção Ictiológica do Nupélia","MaurÃ­cio S Adames",NA,NA,2025-05-31 01:24:37.449,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla mandelburgeri Kullander 2009","Crenicichla mandelburgeri","Valid","Crenicichla mandelburgeri Kullander 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla mandelburgeri"
4929832003,"fd75a653-e7bd-4094-9adf-301386d9d35c","https://specieslink.net/guid/169/24627","Animalia","Chordata",NA,"Perciformes","Cichlidae","Crenicichla",NA,"SPECIES","Crenicichla mandelburgeri Kullander, 2009","Crenicichla cf. mandelburgeri",NA,"BR","Riacho de nome desconhecido","ParanÃ¡","PRESENT",4,"6cfcf69e-9ec1-48e1-be34-5201bdb63bd7",-24.992778,-54.087778,NA,NA,NA,NA,NA,NA,"2023-03-18",18,3,2023,2371026,2371026,"PRESERVED_SPECIMEN","UEM","NUP","24627",NA,"Lucas Emilio P Kampfert",2023-07-10,"CC_BY_4_0","Coleção Ictiológica do Nupélia","Heleno BrandÃ£o",NA,NA,2025-05-31 01:24:36.916,NA,"CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","Crenicichla mandelburgeri Kullander 2009","Crenicichla mandelburgeri","Valid","Crenicichla mandelburgeri Kullander 2009","freshwater","Cichlidae","Crenicichla","Valid","Cichlidae","Crenicichla","Crenicichla mandelburgeri"
